venue,year,title,authors,tags,primary_area,source,forum_id,paper_page,keep_reason,hit_terms
NeurIPS,2011,Why The Brain Separates Face Recognition From Object Recognition,Joel Z. Leibo; Jim Mutch; Tomaso Poggio,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2011/hash/1be3bc32e6564055d5ca3e5a354acbef-Abstract.html,text_high_spec_focused,"brain,cortex"
NeurIPS,2011,Learning Patient-Specific Cancer Survival Distributions as a Sequence of Dependent Regressors,Chun-Nam Yu; Russell Greiner; Hsiu-Chin Lin; Vickie Baracos,"oncology,clinical",,nips,,https://papers.nips.cc/paper_files/paper/2011/hash/1019c8091693ef5c5f55970346633f92-Abstract.html,text_strong_hit,"patient,patients,clinical,cancer"
NeurIPS,2011,A Brain-Machine Interface Operating with a Real-Time Spiking Neural Network Control Algorithm,Julie Dethier; Paul Nuyujukian; Chris Eliasmith; Terrence C. Stewart; Shauki A. Elasaad; Krishna V. Shenoy; Kwabena A. Boahen,"clinical,neuro",,nips,,https://papers.nips.cc/paper_files/paper/2011/hash/25df35de87aa441b88f22a6c2a830a17-Abstract.html,text_strong_hit,"patients,clinical,brain"
NeurIPS,2011,A Global Structural EM Algorithm for a Model of Cancer Progression,Ali Tofigh; Erik Sj̦lund; Mattias H̦glund; Jens Lagergren,oncology,,nips,,https://papers.nips.cc/paper_files/paper/2011/hash/9b8619251a19057cff70779273e95aa6-Abstract.html,text_high_spec_focused,cancer
NeurIPS,2011,Identifying Alzheimer's Disease-Related Brain Regions from Multi-Modality Neuroimaging Data using Sparse Composite Linear Discrimination Analysis,Shuai Huang; Jing Li; Jieping Ye; Teresa Wu; Kewei Chen; Adam Fleisher; Eric Reiman,"medical_imaging,clinical,neuro",,nips,,https://papers.nips.cc/paper_files/paper/2011/hash/fa3a3c407f82377f55c19c5d403335c7-Abstract.html,text_strong_hit,"pathology,mri,disease,diagnosis,clinical,brain,neuroimaging"
NeurIPS,2012,Probabilistic Event Cascades for Alzheimer's disease,Jonathan Huang; Daniel Alexander,clinical,,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/0663a4ddceacb40b095eda264a85f15c-Abstract.html,text_specialized,"disease,diseases,diagnosis,neuroimaging"
NeurIPS,2012,The topographic unsupervised learning of natural sounds in the auditory cortex,Hiroki Terashima; Masato Okada,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/47a658229eb2368a99f1d032c8848542-Abstract.html,text_specialized,cortex
NeurIPS,2012,Bandit Algorithms boost Brain Computer Interfaces for motor-task selection of a brain-controlled button,Joan Fruitet; Alexandra Carpentier; Maureen Clerc; Rémi Munos,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/57aeee35c98205091e18d1140e9f38cf-Abstract.html,text_high_spec_focused,"brain,bci"
NeurIPS,2012,Patient Risk Stratification for Hospital-Associated C. diff as a Time-Series Classification Task,Jenna Wiens; Eric Horvitz; John V. Guttag,clinical,,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/3cec07e9ba5f5bb252d13f5f431e4bbb-Abstract.html,text_high_spec_focused,"patient,hospital,diagnostic"
NeurIPS,2012,High-Order Multi-Task Feature Learning to Identify Longitudinal Phenotypic Markers for Alzheimer's Disease Progression Prediction,Hua Wang; Feiping Nie; Heng Huang; Jingwen Yan; Sungeun Kim; Shannon Risacher; Andrew Saykin; Li Shen,"medical_imaging,clinical",,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/85fc37b18c57097425b52fc7afbb6969-Abstract.html,text_multi_group,"mri,disease,neuroimaging"
NeurIPS,2012,Compressive Sensing MRI with Wavelet Tree Sparsity,Chen Chen; Junzhou Huang,medical_imaging,,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/65658fde58ab3c2b6e5132a39fae7cb9-Abstract.html,text_high_spec_focused,mri
NeurIPS,2012,Deep Spatio-Temporal Architectures and Learning for Protein Structure Prediction,Pietro D. Lena; Ken Nagata; Pierre F. Baldi,protein,,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/8c19f571e251e61cb8dd3612f26d5ecf-Abstract.html,text_high_spec_focused,"protein,residue"
NeurIPS,2012,Wavelet based multi-scale shape features on arbitrary surfaces for cortical thickness discrimination,Won H. Kim; Deepti Pachauri; Charles Hatt; Moo. K. Chung; Sterling Johnson; Vikas Singh,"clinical,neuro",,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/996a7fa078cc36c46d02f9af3bef918b-Abstract.html,text_specialized,"clinical,diseases,cortical"
NeurIPS,2012,A P300 BCI for the Masses: Prior Information Enables Instant Unsupervised Spelling,Pieter-jan Kindermans; Hannes Verschore; David Verstraeten; Benjamin Schrauwen,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/c042f4db68f23406c6cecf84a7ebb0fe-Abstract.html,text_specialized,"bci,brain"
NeurIPS,2012,A systematic approach to extracting semantic information from functional MRI data,Francisco Pereira; Matthew Botvinick,"medical_imaging,neuro",,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/c60d060b946d6dd6145dcbad5c4ccf6f-Abstract.html,text_strong_hit,"mri,brain"
NeurIPS,2012,Identification of Recurrent Patterns in the Activation of Brain Networks,Firdaus Janoos; Weichang Li; Niranjan Subrahmanya; Istvan Morocz; William Wells,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/ad13a2a07ca4b7642959dc0c4c740ab6-Abstract.html,text_high_spec_focused,"brain,neuroimaging,fmri"
NeurIPS,2012,Assessing Blinding in Clinical Trials,Ognjen Arandjelovic,clinical,,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/d6baf65e0b240ce177cf70da146c8dc8-Abstract.html,text_high_spec_focused,"clinical,patient"
NeurIPS,2013,"Third-Order Edge Statistics: Contour Continuation, Curvature, and Cortical Connections",Matthew Lawlor; Steven W Zucker,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2013/hash/024d7f84fff11dd7e8d9c510137a2381-Abstract.html,text_specialized,cortical
NeurIPS,2012,Q-MKL: Matrix-induced Regularization in Multi-Kernel Learning with Applications to Neuroimaging,Chris Hinrichs; Vikas Singh; Jiming Peng; Sterling Johnson,clinical,,nips,,https://papers.nips.cc/paper_files/paper/2012/hash/fccb3cdc9acc14a6e70a12f74560c026-Abstract.html,text_specialized,"disease,neuroimaging"
NeurIPS,2013,Extracting regions of interest from biological images with convolutional sparse block coding,Marius Pachitariu; Adam M Packer; Noah Pettit; Henry Dalgleish; Michael Hausser; Maneesh Sahani,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2013/hash/1f50893f80d6830d62765ffad7721742-Abstract.html,title_strong_bio,cortical
NeurIPS,2013,A multi-agent control framework for co-adaptation in brain-computer interfaces,Josh S Merel; Roy Fox; Tony Jebara; Liam Paninski,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2013/hash/286674e3082feb7e5afb92777e48821f-Abstract.html,text_high_spec_focused,"brain,bci"
NeurIPS,2013,Sparse nonnegative deconvolution for compressive calcium imaging: algorithms and phase transitions,Eftychios A Pnevmatikakis; Liam Paninski,,,nips,,https://papers.nips.cc/paper_files/paper/2013/hash/5e9f92a01c986bafcabbafd145520b13-Abstract.html,text_specialized,"calcium imaging,neuronal"
NeurIPS,2013,Sparse Overlapping Sets Lasso for Multitask Learning and its Application to fMRI Analysis,Nikhil Rao; Christopher Cox; Rob Nowak; Timothy T. Rogers,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2013/hash/a1519de5b5d44b31a01de013b9b51a80-Abstract.html,text_high_spec_focused,"fmri,brain"
NeurIPS,2013,Speeding up Permutation Testing in Neuroimaging,Chris Hinrichs; Vamsi K Ithapu; Qinyuan Sun; Sterling C Johnson; Vikas Singh,,,nips,,https://papers.nips.cc/paper_files/paper/2013/hash/c3c59e5f8b3e9753913f4d435b53c308-Abstract.html,text_specialized,neuroimaging
NeurIPS,2013,Mapping paradigm ontologies to and from the brain,Yannick Schwartz; Bertrand Thirion; Gael Varoquaux,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2013/hash/e97ee2054defb209c35fe4dc94599061-Abstract.html,text_high_spec_focused,brain
NeurIPS,2014,"Deconvolution of High Dimensional Mixtures via Boosting, with Application to Diffusion-Weighted MRI of Human Brain",Charles Y Zheng; Franco Pestilli; Ariel Rokem,"medical_imaging,neuro",,nips,,https://papers.nips.cc/paper_files/paper/2014/hash/2b0524a3000678a1f66bf38d546c8fd8-Abstract.html,text_strong_hit,"mri,brain"
NeurIPS,2014,Sparse Space-Time Deconvolution for Calcium Image Analysis,Ferran Diego Andilla; Fred A. Hamprecht,medical_imaging,,nips,,https://papers.nips.cc/paper_files/paper/2014/hash/35ab33f5f9a61426560675e75c14cc0b-Abstract.html,text_specialized,calcium image
NeurIPS,2014,Analysis of Brain States from Multi-Region LFP Time-Series,Kyle Ulrich; David E. Carlson; Wenzhao Lian; Jana Schaich Borg; Kafui Dzirasa; Lawrence Carin,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2014/hash/52bcf2af8bea4119d710d252005dfddf-Abstract.html,text_high_spec_focused,brain
NeurIPS,2014,Localized Data Fusion for Kernel k-Means Clustering with Application to Cancer Biology,Mehmet Gönen; Adam A Margolin,"oncology,clinical",,nips,,https://papers.nips.cc/paper_files/paper/2014/hash/5a1ab76e03b84ef43e2b6ec233394e3c-Abstract.html,title_strong_bio,"patients,prognostic,patient,cancer"
NeurIPS,2014,Neurons as Monte Carlo Samplers: Bayesian ￼Inference and Learning in Spiking Networks,Yanping Huang; Rajesh P. Rao,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2014/hash/5a60723b3b37840db1da6a1d8c52c080-Abstract.html,text_specialized,"neuronal,cortical"
NeurIPS,2014,Design Principles of the Hippocampal Cognitive Map,Kimberly L Stachenfeld; Matthew Botvinick; Samuel J Gershman,"medical_imaging,neuro",,nips,,https://papers.nips.cc/paper_files/paper/2014/hash/6083b607d0b81940c0280e465c79f5d5-Abstract.html,text_specialized,hippocampal
NeurIPS,2014,Low-dimensional models of neural population activity in sensory cortical circuits,Evan Archer; Urs Köster; Jonathan Pillow; Jakob H. Macke,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2014/hash/5b6d37b60d8d916c581ea6cd369eaa7b-Abstract.html,text_specialized,"cortical,cortex"
NeurIPS,2014,A State-Space Model for Decoding Auditory Attentional Modulation from MEG in a Competing-Speaker Environment,Sahar Akram; Jonathan Z Simon; Shihab A Shamma; Behtash Babadi,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2014/hash/b0d29a25b33412c3f3d000b2d819136e-Abstract.html,text_specialized,"meg,brain"
NeurIPS,2014,Scalable Inference for Neuronal Connectivity from Calcium Imaging,Alyson K. Fletcher; Sundeep Rangan,,,nips,,https://papers.nips.cc/paper_files/paper/2014/hash/b8cadf31aee4df42a53173b0843f5abf-Abstract.html,text_specialized,"neuronal,calcium imaging"
NeurIPS,2015,Semi-Supervised Factored Logistic Regression for High-Dimensional Neuroimaging Data,Danilo Bzdok; Michael Eickenberg; Olivier Grisel; Bertrand Thirion; Gael Varoquaux,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2015/hash/06a15eb1c3836723b53e4abca8d9b879-Abstract.html,text_specialized,"neuroimaging,brain"
NeurIPS,2015,Robust Feature-Sample Linear Discriminant Analysis for Brain Disorders Diagnosis,Ehsan Adeli-Mosabbeb; Kim-Han Thung; Le An; Feng Shi; Dinggang Shen,"clinical,neuro",,nips,,https://papers.nips.cc/paper_files/paper/2015/hash/51d92be1c60d1db1d2e5e7a07da55b26-Abstract.html,text_strong_hit,"diagnosis,disease,brain,neuroimaging"
NeurIPS,2015,Biologically Inspired Dynamic Textures for Probing Motion Perception,Jonathan Vacher; Andrew Isaac Meso; Laurent U Perrinet; Gabriel Peyré,,,nips,,https://papers.nips.cc/paper_files/paper/2015/hash/6eb6e75fddec0218351dc5c0c8464104-Abstract.html,title_strong_bio,
NeurIPS,2015,A Reduced-Dimension fMRI Shared Response Model,Po-Hsuan (Cameron) Chen; Janice Chen; Yaara Yeshurun; Uri Hasson; James Haxby; Peter J. Ramadge,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2015/hash/b3967a0e938dc2a6340e258630febd5a-Abstract.html,text_high_spec_focused,"fmri,brain"
NeurIPS,2015,"Parallel Multi-Dimensional LSTM, With Application to Fast Biomedical Volumetric Image Segmentation",Marijn F Stollenga; Wonmin Byeon; Marcus Liwicki; Jürgen Schmidhuber,"medical_imaging,neuro",,nips,,https://papers.nips.cc/paper_files/paper/2015/hash/d43ab110ab2489d6b9b2caa394bf920f-Abstract.html,text_high_spec_focused,brain
NeurIPS,2016,A Non-parametric Learning Method for Confidently Estimating Patient's Clinical State and Dynamics,William Hoiles; Mihaela van der Schaar,"oncology,clinical",,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/062ddb6c727310e76b6200b7c71f63b5-Abstract.html,text_strong_hit,"patient,clinical,patients,cancer"
NeurIPS,2015,The Brain Uses Reliability of Stimulus Information when Making Perceptual Decisions,Sebastian Bitzer; Stefan Kiebel,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2015/hash/fae0b27c451c728867a567e8c1bb4e53-Abstract.html,text_high_spec_focused,brain
NeurIPS,2016,Automatic Neuron Detection in Calcium Imaging Data Using Convolutional Networks,Noah Apthorpe; Alexander Riordan; Robert Aguilar; Jan Homann; Yi Gu; David Tank; H. Sebastian Seung,,,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/0771fc6f0f4b1d7d1bb73bbbe14e0e31-Abstract.html,text_high_spec_focused,calcium imaging
NeurIPS,2016,Learning brain regions via large-scale online structured sparse dictionary learning,Elvis DOHMATOB; Arthur Mensch; Gael Varoquaux; Bertrand Thirion,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/130f1a8e9e102707f3f91b010f151b0b-Abstract.html,text_high_spec_focused,brain
NeurIPS,2016,Deep ADMM-Net for Compressive Sensing MRI,yan yang; Jian Sun; Huibin Li; Zongben Xu,medical_imaging,,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/1679091c5a880faf6fb5e6087eb1b2dc-Abstract.html,text_high_spec_focused,mri
NeurIPS,2016,RETAIN: An Interpretable Predictive Model for Healthcare using Reverse Time Attention Mechanism,Edward Choi; Mohammad Taha Bahadori; Jimeng Sun; Joshua Kulas; Andy Schuetz; Walter Stewart,clinical,,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/231141b34c82aa95e48810a9d1b33a79-Abstract.html,text_specialized,"healthcare,electronic health,ehr"
NeurIPS,2016,Protein contact prediction from amino acid co-evolution using convolutional networks for graph-valued images,Vladimir Golkov; Marcin J Skwark; Antonij Golkov; Alexey Dosovitskiy; Thomas Brox; Jens Meiler; Daniel Cremers,"protein,molecule",,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/2cad8fa47bbef282badbb8de5374b894-Abstract.html,text_strong_hit,"protein,proteins,molecules"
NeurIPS,2016,Synthesizing the preferred inputs for neurons in neural networks via deep generator networks,Anh Nguyen; Alexey Dosovitskiy; Jason Yosinski; Thomas Brox; Jeff Clune,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/5d79099fcdf499f12b79770834c0164a-Abstract.html,text_specialized,"brains,brain"
NeurIPS,2016,Generalized Correspondence-LDA Models (GC-LDA) for Identifying Functional Regions in the Brain,Timothy Rubin; Oluwasanmi O Koyejo; Michael N. Jones; Tal Yarkoni,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/6a10bbd480e4c5573d8f3af73ae0454b-Abstract.html,text_high_spec_focused,"brain,neuroimaging"
NeurIPS,2016,Automated scalable segmentation of neurons from multispectral images,Uygar Sümbül; Douglas Roossien; Dawen Cai; Fei Chen; Nicholas Barry; John P. Cunningham; Edward Boyden; Liam Paninski,"medical_imaging,neuro",,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/7cce53cf90577442771720a370c3c723-Abstract.html,text_specialized,"neuronal,hippocampus"
NeurIPS,2016,Hypothesis Testing in Unsupervised Domain Adaptation with Applications in Alzheimer's Disease,Hao Zhou; Vamsi K Ithapu; Sathya Narayanan Ravi; Vikas Singh; Grace Wahba; Sterling C Johnson,clinical,,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/996009f2374006606f4c0b0fda878af1-Abstract.html,text_specialized,"disease,clinical"
NeurIPS,2016,A state-space model of cross-region dynamic connectivity in MEG/EEG,Ying Yang; Elissa Aminoff; Michael Tarr; Robert E Kass,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/9f396fe44e7c05c16873b05ec425cbad-Abstract.html,text_high_spec_focused,"meg,eeg,brain"
NeurIPS,2016,Gaussian Processes for Survival Analysis,Tamara Fernandez; Nicolas Rivera; Yee Whye Teh,clinical,,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/ef1e491a766ce3127556063d49bc2f98-Abstract.html,text_specialized,survival analysis
NeurIPS,2016,Testing for Differences in Gaussian Graphical Models:  Applications to Brain Connectivity,Eugene Belilovsky; Gaël Varoquaux; Matthew B Blaschko,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/f9b902fc3289af4dd08de5d1de54f68f-Abstract.html,text_high_spec_focused,brain
NeurIPS,2016,Fast Active Set Methods for Online Spike Inference from Calcium Imaging,Johannes Friedrich; Liam Paninski,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2016/hash/fc2c7c47b918d0c2d792a719dfb602ef-Abstract.html,text_specialized,"calcium imaging,neuronal,spike train"
NeurIPS,2017,Cortical microcircuits as gated-recurrent neural networks,Rui Costa; Ioannis Alexandros Assael; Brendan Shillingford; Nando de Freitas; TIm Vogels,neuro,,nips,,https://papers.nips.cc/paper_files/paper/2017/hash/45fbc6d3e05ebd93369ce542e8f2322d-Abstract.html,text_specialized,"cortical,brain"
NeurIPS,2017,OnACID: Online Analysis of Calcium Imaging Data in Real Time,Andrea Giovannucci; Johannes Friedrich; Matt Kaufman; Anne Churchland; Dmitri Chklovskii; Liam Paninski; Eftychios A Pnevmatikakis,,,nips,,https://papers.nips.cc/paper_files/paper/2017/hash/4edaa105d5f53590338791951e38c3ad-Abstract.html,text_specialized,"calcium imaging,neuronal"
NeurIPS,2017,Fast amortized inference of neural activity from calcium imaging data with variational autoencoders,Artur Speiser; Jinyao Yan; Evan W Archer; Lars Buesing; Srinivas C. Turaga; Jakob H Macke,,,nips,,https://papers.nips.cc/paper_files/paper/2017/hash/5d6646aad9bcc0be55b2c82f69750387-Abstract.html,text_specialized,calcium imaging
